id,document,document_preproced
32283530,"One person was injured in the crash on Saturday night, which happened during heavy rain near the national stadium.
Police said in a statement on Monday that both drivers were in their 20s and unemployed.
The statement prompted many questions online about how they came to be driving the cars.
""What are their names? Who are their fathers?"" one user on the Weibo microblog site asked, according to AFP.
""Socialism is so good that it allows unemployed people to drive supercars,"" joked another.
Photos which emerged on Monday showed the lime green Lamborghini with its front section almost entirely torn off.
The red Ferrari appeared to have lost a door, and was bashed along on its side and rear.
The tunnel itself was also damaged, with a section of the wall torn off and guardrails mangled.
Workers could be seen clearing up debris strewn across the road.
The cause of the crash is not clear, but police are investigating. Witnesses told local media that the tunnel was often used for drag racing.
It was widely observed online that the crash coincided with both the Grand Prix being hosted in Shanghai and the premiere of the latest Fast and Furious film, a franchise full of fast cars and high-value write-offs.",one person injur crash saturday night happen heavi rain near nation stadium polic said statement monday driver unemploy statement prompt mani question onlin came drive car name father one user weibo microblog site ask accord afp social good allow unemploy peopl drive supercar joke anoth photo emerg monday show lime green lamborghini front section almost entir torn red ferrari appear lost door bash along side rear tunnel also damag section wall torn guardrail mangl worker could seen clear debri strewn across road caus crash clear polic investig wit told local medium tunnel often use drag race wide observ onlin crash coincid grand prix host shanghai premier latest fast furious film franchis full fast car high-valu write-off
38377099,"The biggest riser was the world's biggest cruise ship operator, Carnival, whose shares rose 3% to £41.45.
Higher ticket prices and greater onboard spending by customers had boosted its quarterly revenues and profits.
Lloyds bank shares rose 2% to 64p after it bought the MBNA credit card firm.
Lloyds paid £1.9bn in its first acquisition since the financial crisis in 2008.
Other significant risers were Barclays bank, up 2.5% to £2.28 per share, and the Prudential insurance company, up 2% to £15.93 per share.
On the currency markets, the pound fell 0.3% against the dollar to $1.235, and was 0.2% lower against the euro at €1.189.",biggest riser world biggest cruis ship oper carniv whose share rose % higher ticket price greater onboard spend custom boost quarter revenu profit lloyd bank share rose % p bought mbna credit card firm lloyd paid bn first acquisit sinc financi crisi signific riser barclay bank % per share prudenti insur compani % per share currenc market pound fell % dollar $ % lower euro
36105123,"Oates, 32, beat Slovenian Adrian Gomboc in the semi-finals but came up short against Margvelashvili in the final.
Fellow Briton Nekoda Davis, 22, lost to Nora Gjakova of Kosova in the -57kg bronze-medal match.
Ashley McKenzie, 26, lost to eventual champion Walide Khyar of France in round two of the men's -60kg.",oat beat slovenian adrian gomboc semi-fin came short margvelashvili final fellow briton nekoda davi lost nora gjakova kosova -kg bronze-med match ashley mckenzi lost eventu champion walid khyar franc round two men -kg
33527826,"Developers claim the 100MW project at Glenmuckloch, near Kirckconnel, could generate power for more than a century.
It is the latest in a series of renewable energy schemes planned for the site, which is owned by Buccleuch Estates.
They are part of a project to redevelop the opencast mine as Glenmuckloch Energy Park.
The details have emerged in a scoping report for the pumped storage hydro scheme submitted to Dumfries and Galloway Council.
Buccleuch Estates has joined with mining company Hargreaves and 2020 Renewables to draw up the plans.
It will involve creating two reservoirs - one higher than the other - which will be connected by a tunnel with a pump-turbine.
The report states: ""When excess electricity exists within the grid the pump-turbines go into pumping mode lifting water to the upper pond and when demand within the network exceeds available supply the pump-turbines reverse and change to generating mode with water released from the upper pond.""
If the project goes ahead, the lower reservoir will be created from the existing opencast void, while a second, upper pond will be excavated at the head of Halfmerk Hill.
The higher reservoir will have a water depth of 22m (72 feet), creating 3.3million cubic metres of water storage.
The redevelopment of Glenmuckloch follows the collapse of surface mining firm Aardvark TMC in 2013, leaving a shortfall in the money needed to restore the site to its pre-opencast condition.
However since then Buccleuch Estates and Hargreaves have worked to implement a rolling programme of restoration in parallel with coaling operations.
Later this summer two community wind turbines will be built to the west of the hydro site.
Earlier this year plans for an eight turbine wind farm next to the mine were submitted to Dumfries and Galloway Council.",develop claim mw project glenmuckloch near kirckconnel could generat power centuri latest seri renew energi scheme plan site own buccleuch estat part project redevelop opencast mine glenmuckloch energi park detail emerg scope report pump storag hydro scheme submit dumfri galloway council buccleuch estat join mine compani hargreav renew draw plan involv creat two reservoir - one higher - connect tunnel pump-turbin report state excess electr exist within grid pump-turbin go pump mode lift water upper pond demand within network exceed avail suppli pump-turbin revers chang generat mode water releas upper pond project goe ahead lower reservoir creat exist opencast void second upper pond excav head halfmerk hill higher reservoir water depth ( feet) creat million cubic metr water storag redevelop glenmuckloch follow collaps surfac mine firm aardvark tmc leav shortfal money need restor site pre-opencast condit howev sinc buccleuch estat hargreav work implement roll programm restor parallel coal oper later summer two communiti wind turbin built west hydro site earlier year plan eight turbin wind farm next mine submit dumfri galloway council
32349891,"Our part of the country has long been a two-party affair to a greater extent than anywhere else in the country, so a straightforward device pointing this way and then that was almost invariably quite good enough to do the job.
But what, I ask myself, would we need to visualise the infinite variety of 2015?
The best idea I have managed to come up with so far goes like this.
Imagine you suspend a needle from a thread above a table on which you position magnets of varying strengths and political colours in a circle.
They symbolise the interactions between the parties in each constituency.
Lower the needle towards the centre of the table and see which way it points. [Don't worry, BBC graphics designers, I'm not seriously thinking of doing this. Not yet at least!]
But the important point here is that the composition of the different magnets and their respective strengths would be very different from one constituency to another.
In this era of multi-party politics, every single seat is more or less a law unto itself.
Take for example two of our key local marginals, Dudley North and Solihull.
In the Black Country seat, Labour are defending a majority of just 649.
In 2010 their closest challengers were the Conservatives. This time, though, with nine seats on the local council its is UKIP who are breathing down Labour's neck.
Solihull is another key Conservative target. The Liberal Democrats had a majority over them of just 175 last time round. But since then, the Green Party has established itself as a real force in the town, thanks to a potent combination of green belt and housing issues.
Extreme examples though they may be, these two constituencies reinforce the point that whether or not UKIP or the Greens succeed in winning seats themselves, or even come close to doing so, they will undoubtedly have significant and differing impacts on the established parties from one seat to another.
Like a collection of by-elections perhaps?
That may be overstating it. But I am becoming increasingly convinced that this election offers us regional and local broadcasters a unique opportunity to explore the local dynamics of individual seats and to explain the possibility that in the shake-out of seats between the biggest parties it is not unreasonable to envisage gains and losses in both directions.
And what does this tell us about those headline national poll ratings pointing to a hung Parliament, in which the two biggest parties in lock step with each other followed by UKIP, the Liberal Democrats and then the Greens?
Or, about those ""percentage swing to win or lose"" statistics which have been calculated in a predominantly two-party environment?
All it tells us is how little they tell us.
""Never assume"" said the recently-departed doyen of cricket commentators Richie Benaud.
In an election as unpredictable as this, maybe the assumptions about a hung Parliament are themselves suspect. Maybe the answer lies not in the macro but in the micro.
In this contest so full of unexpected twists and turns, how surprising would it really be if the result itself were to spring the biggest surprise of all?",part countri long two-parti affair greater extent anywher el countri straightforward devic point way almost invari quit good enough job ask would need visualis infinit varieti best idea manag come far goe like imagin suspend needl thread tabl posit magnet vari strength polit colour circl symbolis interact parti constitu lower needl toward centr tabl see way point [don worri bbc graphic design serious think yet least ] import point composit differ magnet respect strength would differ one constitu anoth era multi-parti polit everi singl seat le law unto take exampl two key local margin dudley north solihul black countri seat labour defend major closest challeng conserv time though nine seat local council ukip breath labour neck solihul anoth key conserv target liber democrat major last time round sinc green parti establish real forc town thank potent combin green belt hous issu extrem exampl though may two constitu reinforc point whether ukip green succeed win seat even come close undoubt signific differ impact establish parti one seat anoth like collect by-elect perhap may overst becom increas convinc elect offer u region local broadcast uniqu opportun explor local dynam individu seat explain possibl shake-out seat biggest parti unreason envisag gain loss direct tell u headlin nation poll rate point hung parliament two biggest parti lock step follow ukip liber democrat green percentag swing win lose statist calcul predomin two-parti environ tell u littl tell u never assum said recently-depart doyen cricket comment richi benaud elect unpredict mayb assumpt hung parliament suspect mayb answer lie macro micro contest full unexpect twist turn surpris would realli result spring biggest surpris
34281974,"East Sussex Healthcare Trust which runs the Conquest Hospital in Hastings and Eastbourne District General Hospital is currently rated as ""inadequate"".
However, BBC South East Today has learned the trust has failed to improve and is likely to be placed into special measures at a meeting on Friday.
The trust said it was awaiting a report to be published and would not comment.
The other trusts currently in special measures include East Kent Hospitals NHS Foundation Trust and Medway NHS Foundation Trust.
Medway's Maritime Hospital was forced to turn away ambulances earlier, and on Wednesday, to help ease the burden on its A&E department.
The East Sussex trust was rated as ""inadequate"" by the Care Quality Commission (CQC) in March, after failing to meeting government targets.
In May, it was criticised by Eastbourne Borough Council, which passed a vote of no confidence in its management.
And in July the chief executive resigned while the trust had to apologise after patients' details were found in the street.
Leadership would appear to be the big problem at this trust. In its March report, the CQC described a ""disconnect between the trust board and it's staff"" and a ""culture where staff were afraid to speak out"".
The trust's problems have been well documented but what has apparently been lacking is any real progress in putting things right.
It's my understanding the CQC feel very little has improved in the last few months.
Friday's meeting between all the stakeholders will be a chance to discuss the way forward but many people I have spoken to in the wider NHS believe special measures will be imposed on the trust.
A spokesman for the trust refused to comment on whether it would be put into special measures.
He said: ""We are waiting for the publication of the CQC report next week and until it is published and they have made any recommendation we are unable to make any further comment.""",east sussex healthcar trust run conquest hospit hast eastbourn district general hospit current rate inadequ howev bbc south east today learn trust fail improv like place special measur meet friday trust said await report publish would comment trust current special measur includ east kent hospit nh foundat trust medway nh foundat trust medway maritim hospit forc turn away ambul earlier wednesday help ea burden a&e depart east sussex trust rate inadequ care qualiti commiss (cqc) march fail meet govern target may criticis eastbourn borough council pas vote confid manag juli chief execut resign trust apologis patient detail found street leadership would appear big problem trust march report cqc describ disconnect trust board staff cultur staff afraid speak trust problem well document appar lack real progress put thing right understand cqc feel littl improv last month friday meet stakehold chanc discus way forward mani peopl spoken wider nh believ special measur impos trust spokesman trust refus comment whether would put special measur said wait public cqc report next week publish made recommend unabl make comment
29387866,"The Conservative leader said a future government led by him would build 100,000 new homes for such people.
They would be built on brownfield land already identified for development and exempt from some taxes, he said.
He was speaking as the party prepares for its annual conference this weekend.
Conservative politicians and activists will gather in Birmingham from Sunday for what is the final conference before next May's general election.
Unveiling the pledge - an extension of the Help to Buy mortgage scheme - Mr Cameron said the Conservatives wanted more young people to ""achieve the dream"" of owning their own home.
""I want young people who work hard, who do the right thing, to be able to buy a home of their own. So these starter homes will be sold at 20% less than the market value.
""They can't be bought by foreigners, they can't be bought by buy-to-let landlords, they can't be flipped round in a quick sale. They can only be bought by hard working people under the age of 40.""
The starter homes plan would apply only to England, whereas Help to Buy is UK-wide.
That scheme entails the government offering a 20% equity loan to buyers of new-build properties.
Shadow housing minister Emma Reynolds said Mr Cameron had presided over the lowest level of house building in peacetime since the 1920s.
""After four and a half years he now tells us that he is going to deliver for first-time buyers but under his government a record one in four young people are living at home with their parents and young people across the country are priced out of home ownership.
""Labour will make the fundamental changes to the market which are urgently needed and will double the number of first-time buyers in the next 10 years.""
Campbell Robb, of homelessness charity Shelter, welcomed the pledge but said it was ""absolutely vital"" that the homes built were ""genuinely affordable for young couples and families on ordinary incomes"".
""There's a real concern that removing the requirement on developers to build affordable housing means this policy may not help those facing the greatest struggle to get a home of their own,"" he said.
Grainia Long, of the Chartered Institute of Housing, said she welcomed ""the focus on supply and affordability"" but still had ""some serious concerns"".
She said: ""This smacks of building for one group of people at the expense of another.
""Social housing is critical if we are going to solve the housing crisis - there are always going to be people who can't afford to buy and we must provide decent, affordable homes for them too.
""Equally, we'd like to see more investment in shared ownership to help people on lower incomes. If all the focus is on home ownership, we are never going to build mixed communities.""
Under the new proposals, the homes would be built on brownfield land which was no longer needed for industrial or commercial use.
Savings from using such land would be passed on to the buyers, the Conservatives said.
Public sector land would also be used to deliver the pledge.
The homes would be exempt ""from a raft of taxes"", Mr Cameron said, such as the community infrastructure levy and a requirement to build social housing as part of any development.
Some building regulations - including the zero carbon homes standard - would also not apply to the new units.
The zero carbon homes standard, which applies from 2016, aims to improve energy efficiency.
It requires house builders to decrease all carbon emissions from energy arising from fixed heating and lighting, hot water and other fixed building services - such as ventilation - in new homes.",conserv leader said futur govern led would build new home peopl would built brownfield land alreadi identifi develop exempt tax said speak parti prepar annual confer weekend conserv politician activist gather birmingham sunday final confer next may general elect unveil pledg - extens help buy mortgag scheme - mr cameron said conserv want young peopl achiev dream own home want young peopl work hard right thing abl buy home starter home sold % le market valu bought foreign bought buy-to-let landlord flip round quick sale bought hard work peopl age starter home plan would appli england wherea help buy uk-wid scheme entail govern offer % equiti loan buyer new-build properti shadow hous minist emma reynold said mr cameron presid lowest level hous build peacetim sinc four half year tell u go deliv first-tim buyer govern record one four young peopl live home parent young peopl across countri price home ownership labour make fundament chang market urgent need doubl number first-tim buyer next year campbel robb homeless chariti shelter welcom pledg said absolut vital home built genuin afford young coupl famili ordinari incom real concern remov requir develop build afford hous mean polici may help face greatest struggl get home said grainia long charter institut hous said welcom focus suppli afford still serious concern said smack build one group peopl expens anoth social hous critic go solv hous crisi - alway go peopl afford buy must provid decent afford home equal like see invest share ownership help peopl lower incom focus home ownership never go build mix communiti new propos home would built brownfield land longer need industri commerci use save use land would pas buyer conserv said public sector land would also use deliv pledg home would exempt raft tax mr cameron said communiti infrastructur levi requir build social hous part develop build regul - includ zero carbon home standard - would also appli new unit zero carbon home standard appli aim improv energi effici requir hous builder decreas carbon emiss energi aris fix heat light hot water fix build servic - ventil - new home
38829733,"Lisa Doughty, who has mesothelioma, was a pupil at Haggerston Girls' School in Hackney, east London in the 1980s.
The 47-year-old said the music desks were often covered in dust, which may have had asbestos particles.
Hackney Council said it had not received a formal claim and could not investigate until it did.
Ms Doughty said she had spent a lot of time in the music room each week rehearsing plays.
""We used to sit on the desks and have to wipe white dust off them,"" she said.
""There were two heavy doors at the entrance to the music room and these would constantly slam, shaking the room. The school was in pretty bad repair so maybe the dust came down from the ceiling when the door closed.""
Ms Doughty said if it was proved the music room was the cause of her cancer, then it was ""possible that many others have been affected"".
""I wanted to raise awareness of this and to appeal for anyone else who has been affected, pupils or teachers, to get in touch.""
Ms Doughty's lawyers, Slater and Gordon, have found that asbestos ceiling tiles were in place during the time that she was a pupil at the school.
They are considering taken further legal action.
A Hackney Council spokesman said: ""Asbestos was historically used extensively in both public and private buildings due to its fire retardant properties and, as with any building of this age, Haggerston School has been subject to regular condition and asbestos surveys and removals.""
Edmund Young, an asbestos-related disease specialist at the law firm, said: ""Mesothelioma is traditionally a form of cancer that has affected those working in industrial jobs, but we are seeing more and more people - both teachers and former pupils - coming to us who have breathed in asbestos particles while at school.""",lisa doughti mesothelioma pupil haggerston girl school hackney east london -year-old said music desk often cover dust may asbesto particl hackney council said receiv formal claim could investig m doughti said spent lot time music room week rehears play use sit desk wipe white dust said two heavi door entranc music room would constant slam shake room school pretti bad repair mayb dust came ceil door close m doughti said prove music room caus cancer possibl mani other affect want rais awar appeal anyon el affect pupil teacher get touch m doughti lawyer slater gordon found asbesto ceil tile place time pupil school consid taken legal action hackney council spokesman said asbesto histor use extens public privat build due fire retard properti build age haggerston school subject regular condit asbesto survey remov edmund young asbestos-rel diseas specialist law firm said mesothelioma tradit form cancer affect work industri job see peopl - teacher former pupil - come u breath asbesto particl school
24624736,"The 29-year-old is the latest player to pledge his future to Ulster after Ruan Pienaar, Nick Williams and Robbie Diack all signed contract extensions.
""I am delighted to have committed to Ulster for the long term,"" said Henry.
""It is a great team to be a part of, and there is no doubt when it comes to winning silverware, we have some unfinished business.""
Henry, who has won eight caps for Ireland as well as playing 109 times for Ulster, is hoping to win a trophy with the province after defeats in the Heineken Cup final and Pro12 final in the past two seasons.
He is also targeting a place in Joe Schmidt's Ireland squad for the World Cup in 2015.
""In my opinion, being at Ulster gives me the best chance to fulfil that ambition,"" he said.
""This squad is getting better and better.
""We have experience as well as young players coming through, who are proving that they can perform at the very highest level.""
Ulster's Director of Rugby David Humphreys said: ""Chris has been a cornerstone of our success in recent years"".
""His performance against Montpellier typified what he brings to the Ulster team, namely commitment, intensity and ferocity at the breakdown.
""It would be hard to find anyone who is more passionate about playing for Ulster than Chris Henry and I am extremely pleased he will be part of the squad until at least 2017.""",-year-old latest player pledg futur ulster ruan pienaar nick william robbi diack sign contract extens delight commit ulster long term said henri great team part doubt come win silverwar unfinish busi henri eight cap ireland well play time ulster hope win trophi provinc defeat heineken cup final pro final past two season also target place joe schmidt ireland squad world cup opinion ulster give best chanc fulfil ambit said squad get better better experi well young player come prove perform highest level ulster director rugbi david humphrey said chris cornerston success recent year perform montpelli typifi bring ulster team name commit intens feroc breakdown would hard find anyon passion play ulster chris henri extrem plea part squad least
34941119,"The Malaysian-based airline, which has operations in Indonesia and the Philippines, among others, posted a net loss on Thursday of 405.73 Malaysian ringgit ($95.8m; Â£63.4m).
The firm's earnings were hurt by foreign exchange, it said.
Its Indonesian operations also dragged on the firm's bottom line.
AirAsia's share of Indonesia AirAsia's net loss in the period came to 155.7m Malaysian ringgit.
However, the firm said it was working towards a better fourth quarter.
""We are working on increasing capacity in the fourth quarter to meet the strong demand due to the year end holidays and festivities,"" it said.
Thursday's results come one day after the airline group posted the eighth straight quarter of losses at its long haul service, Air Asia X.
Next week, Indonesia's national transport safety board is expected to announce the findings of AirAsia's deadly crash that occurred in December 2014 when one of its carriers crashed into the Java Sea off of Indonesia, killing all 162 people on board.",malaysian-bas airlin oper indonesia philippin among other post net loss thursday malaysian ringgit ($ m) firm earn hurt foreign exchang said indonesian oper also drag firm bottom line airasia share indonesia airasia net loss period came malaysian ringgit howev firm said work toward better fourth quarter work increas capac fourth quarter meet strong demand due year end holiday festiv said thursday result come one day airlin group post eighth straight quarter loss long haul servic air asia x next week indonesia nation transport safeti board expect announc find airasia dead crash occur decemb one carrier crash java sea indonesia kill peopl board
35584972,"The area near the main administrative block of JNU is filled with passionate students.
They cheer loudly as a speaker climbs on to a stage.
Slogans like ""free Kanhaiya Kumar"" and ""long live revolution"" fill the air as hundreds of visibly agitated students pour into the area.
Those gathered here believe that Mr Kumar, the leader of the university's student union, is innocent of the sedition charges levelled against him, and are shocked by the fact that police entered the university to arrest him on Saturday.
Police have alleged he organised an event commemorating the hanging of 2001 Parliament attacks convict Afzal Guru, where ""anti-India slogans"" were raised.
The students here passionately defend Mr Kumar when I ask them what actually happened at the event.
""We are not terrorists. We are just students and we also condemn anti-India slogans. Our president had nothing to do with those slogans at the event,"" a student tells me.
But she refuses to speak on camera.
""I don't want to be seen on camera. I am worried about my safety,"" she says.
Student activist Shreya Ghosh speaks of the fear prevailing inside the university.
""We have been sleeping in different rooms every night to avoid arrest,"" she says.
Another student activist Deepshita claims that ideological politics lies at the heart of Mr Kumar's arrest.
""Right-wing students want to increase their foothold in the university and that is why they got him [Mr Kumar] arrested. They feel bolstered because the right-wing BJP party is in power at the centre,"" she says.
Professor Rajarshi Dasgupta agrees.
It's 3pm and speakers are becoming more ferocious in their attack on Prime Minister Narendra Modi and his BJP party.
Among the speakers is Prof Ajith Kanna.
""If Kanhaiya is anti-national, then I am also anti-national,"" he tells the cheering crowd.
But he pleads with his students to remain peaceful and not pay attention to rumours.
And rumours are not in short supply, flying across the tension filled campus. Among them are that more than 100 armed right-wing activists have entered the campus.
I meet right-wing student group Akhil Bharatiya Vidyarthi Parishad (ABVP) member Saurabh Kumar a few blocks away from the protest site.
""The law will decide whether he [Kanhaiya Kumar] is guilty or not but we won't tolerate anti-India activities inside this campus,"" he says.
But not everyone is protesting.
At one of the student housing facilities, I meet PhD students Bibas Sewa and Bijay Thapa.
The two condemn the arrest of Mr Kumar, but agree that the protests have disrupted their studies.
Even at a time when politics has gripped JNU, there are some students who just want to get on with their work.",area near main administr block jnu fill passion student cheer loud speaker climb stage slogan like free kanhaiya kumar long live revolut fill air hundr visibl agit student pour area gather believ mr kumar leader univers student union innoc sedit charg level shock fact polic enter univers arrest saturday polic alleg organis event commemor hang parliament attack convict afzal guru anti-india slogan rais student passion defend mr kumar ask actual happen event terrorist student also condemn anti-india slogan presid noth slogan event student tell refus speak camera want seen camera worri safeti say student activist shreya ghosh speak fear prevail insid univers sleep differ room everi night avoid arrest say anoth student activist deepshita claim ideolog polit lie heart mr kumar arrest right-w student want increas foothold univers got [mr kumar] arrest feel bolster right-w bjp parti power centr say professor rajarshi dasgupta agre pm speaker becom feroci attack prime minist narendra modi bjp parti among speaker prof ajith kanna kanhaiya anti-n also anti-n tell cheer crowd plead student remain peac pay attent rumour rumour short suppli fli across tension fill campus among arm right-w activist enter campus meet right-w student group akhil bharatiya vidyarthi parishad (abvp) member saurabh kumar block away protest site law decid whether [kanhaiya kumar] guilti toler anti-india activ insid campus say everyon protest one student hous facil meet phd student biba sewa bijay thapa two condemn arrest mr kumar agre protest disrupt studi even time polit grip jnu student want get work
39277709,"The 35-year-old replaces Pakistan international Sharjeel Khan, who has been provisionally suspended from the Pakistan Super League as part of an ongoing anti-corruption investigation.
Ronchi has played 32 T20 internationals and can play in all 14 T20 group games.
He has previously played in England for Somerset and Warwickshire, as well as touring with New Zealand.
""It seems like an exciting time at the club with a few personnel changes and talented additions,"" Ronchi said.
""I love playing county cricket and can't wait to get started.
""I hope I can make a difference both on and off the field and contribute to a successful campaign.""",-year-old replac pakistan intern sharjeel khan provision suspend pakistan super leagu part ongo anti-corrupt investig ronchi play intern play group game previous play england somerset warwickshir well tour new zealand seem like excit time club personnel chang talent addit ronchi said love play counti cricket wait get start hope make differ field contribut success campaign
36123657,"The incident happened on the Glen Road shortly before 01:00 BST on Sunday.
Police say at this stage they do not know what the object was.
They carried out searches in the area as a precaution, but nothing was found.  The Glen Road has now reopened.",incid happen glen road short bst sunday polic say stage know object carri search area precaut noth found glen road reopen
33363938,"This breaking news story is being updated and more details will be published shortly. Please refresh the page for the fullest version.
If you want to receive Breaking News alerts via email, or on a smartphone or tablet via the BBC News App then details on how to do so are available on this help page. You can also follow @BBCBreaking on Twitter to get the latest alerts.",break news stori updat detail publish short plea refresh page fullest version want receiv break news alert via email smartphon tablet via bbc news app detail avail help page also follow bbcbreak twitter get latest alert
37349129,"One is the US Grand Prix in Austin, Texas; the other is Singapore.
Each one has that certain je ne sais quoi that lifts them out of the humdrum and makes them exceptional.
As far as Singapore goes, it's no surprise it has become second only to Monaco as the place where most business gets done over a grand prix weekend. It's a place you just really want to go.
That message permeates, and has made it into one of the most desirable races on the calendar.
For a start, the ambience is terrific - and, let's be honest, this is what appeals to the business visitors, rather than the demands of racing on one of the longest tracks in F1 in crippling humidity.
Singapore is a fascinating destination full stop, thanks to its place at the crossroads of south-east Asia and colonial past. But hosting the race at night adds an extra dimension.
The track jags through the city centre under lights, Chinese lanterns adding a dash of colour, the futuristic city skyline the backdrop.
As the sun sets, the whole place seems to shimmer and sparkle for a while. Darkness takes the edge off the tropical heat, and a heady, luscious tropical atmosphere settles over the place.
For those working at the race, there's a surreal edge to it, too.
Know someone who volunteers in sport and deserves recognition for their efforts? Give them the chance to shine by nominating them.
First track sessions at dusk, qualifying and race after dark means staying on European time. So you wake up at 2pm, finish work in the early hours and go to bed at six in the morning.
You can eat in a hotel restaurant, some of which stay open all night for the race weekend. Better, though, to head to an all-night hawkers' market, where delicious, cheap local food is on offer from a myriad of stalls and you can drink in the atmosphere of the place.
Oh, and the track is pretty good, too. It's no Spa or Suzuka, but the Marina Bay Circuit has a challenge all of its own.
A long, long lap, a nearly two-hour race, bumps, 23 corners and intense humidity make it arguably the toughest grand prix on the calendar - only Malaysia comes close.
Add it all up and it's a race not to be missed.
Andrew Benson, chief F1 writer
Subscribe to the BBC Sport newsletter to get our pick of news, features and video sent to your inbox.",one u grand prix austin texa singapor one certain je ne sai quoi lift humdrum make except far singapor goe surpris becom second monaco place busi get done grand prix weekend place realli want go messag permeat made one desir race calendar start ambienc terrif - let honest appeal busi visitor rather demand race one longest track f crippl humid singapor fascin destin full stop thank place crossroad south-east asia coloni past host race night add extra dimens track jag citi centr light chine lantern ad dash colour futurist citi skylin backdrop sun set whole place seem shimmer sparkl dark take edg tropic heat headi luscious tropic atmospher settl place work race surreal edg know someon volunt sport deserv recognit effort give chanc shine nomin first track session dusk qualifi race dark mean stay european time wake pm finish work earli hour go bed six morn eat hotel restaur stay open night race weekend better though head all-night hawker market delici cheap local food offer myriad stall drink atmospher place oh track pretti good spa suzuka marina bay circuit challeng long long lap near two-hour race bump corner intens humid make arguabl toughest grand prix calendar - malaysia come close add race miss andrew benson chief f writer subscrib bbc sport newslett get pick news featur video sent inbox
